13163,命取り,いのちとり,inochitori
13164,違背,いはい,ihai
13165,違反,いはん,ihan
13166,茨,いばら,ibara
13211,遺品,いひん,ihin
13212,いびき,いびき,ibiki
13213,畏怖,いふ,ifu
13214,衣服,いふく,ifuku
13215,息吹,いぶき,ibuki
13216,胃袋,いぶくろ,ibukuro
13221,燻し銀,いぶしぎん,ibushigin
13222,異物,いぶつ,ibutsu
13223,異変,いへん,ihen
13224,以北,いほく,ihoku
13225,異母,いぼ,ibo
13226,今,いま,ima
13231,今頃,いまごろ,imagoro
13232,今時,いまどき,imadoki
13233,意味,いみ,imi
13234,意味合い,いみあい,imiai
13235,移民,いみん,imin
13236,医務,いむ,imu
13241,芋,いも,imo
13242,鋳物,いもの,imono
13243,芋虫,いもむし,imomushi
13244,井守,いもり,imori
13245,慰問,いもん,imon
13246,嫌気,いやき,iyaki
13251,意訳,いやく,iyaku
13252,意欲,いよく,iyoku
13253,依頼,いらい,irai
13254,甍,いらか,iraka
13255,入り海,いりうみ,iriumi
13256,入り江,いりえ,irie
13261,入り口,いりぐち,iriguchi
13262,入り日,いりひ,irihi
13263,衣類,いるい,irui
13264,海豚,いるか,iruka
13265,居留守,いるす,irusu
13266,慰霊,いれい,irei
13311,入れ歯,いれば,ireba
13312,入れ物,いれもの,iremono
13313,色,いろ,iro
13314,色合い,いろあい,iroai
13315,色気,いろけ,iroke
13316,色艶,いろつや,irotsuya
13321,いろは,いろは,iroha
13322,色町,いろまち,iromachi
13323,いろり,いろり,irori
13324,色分け,いろわけ,irowake
13325,異論,いろん,iron
13326,岩,いわ,iwa
13331,祝,いわい,iwai
13332,違和感,いわかん,iwakan
13333,曰く,いわく,iwaku
13334,鰯,いわし,iwashi
13335,岩魚,いわな,iwana
13336,岩肌,いわはだ,iwahada
13341,岩場,いわば,iwaba
13342,岩屋,いわや,iwaya
13343,岩山,いわやま,iwayama
13344,謂われ,いわれ,iware
13345,印,いん,in
13346,陰影,いんえい,inei
13351,引火,いんか,inka
13352,印鑑,いんかん,inkan
13353,因果,いんが,inga
13354,印画紙,いんがし,ingashi
13355,陰茎,いんけい,inkei
13356,隠元,いんげん,ingen
13361,鸚哥,いんこ,inko
13362,隠語,いんご,ingo
13363,印刷,いんさつ,insatsu
13364,印紙,いんし,inshi
13365,院政,いんせい,insei
13366,引責,いんせき,inseki
13411,印税,いんぜい,inzei
13412,引率,いんそつ,insotsu
13413,引退,いんたい,intai
13414,隠匿,いんとく,intoku
13415,隠遁,いんとん,inton
13416,因縁,いんねん,innen
13421,韻律,いんりつ,inritsu
13422,陰暦,いんれき,inreki
13423,植木,うえき,ueki
13424,植木鉢,うえきばち,uekibachi
13425,植え込み,うえこみ,uekomi
13426,魚市場,うおいちば,uoichiba
13431,魚河岸,うおがし,uogashi
13432,羽化,うか,uka
13433,迂回,うかい,ukai
13434,含嗽,うがい,ugai
13435,右岸,うがん,ugan
13436,雨季,うき,uki
13441,浮き草,うきくさ,ukikusa
13442,浮き雲,うきぐも,ukigumo
13443,浮き袋,うきぶくろ,ukibukuro
13444,浮き彫り,うきぼり,ukibori
13445,憂き身,うきみ,ukimi
13446,憂き目,うきめ,ukime
13451,浮き世,うきよ,ukiyo
13452,鶯,うぐいす,uguisu
13453,受け売り,うけうり,ukeuri
13454,請負,うけおい,ukeoi
13455,受け皿,うけざら,ukezara
13456,受付,うけつけ,uketsuke
13461,受取,うけとり,uketori
13462,右舷,うげん,ugen
13463,兎,うさぎ,usagi
13464,丑,うし,ushi
13465,牛飼い,うしかい,ushikai
13466,牛蛙,うしがえる,ushigaeru
13511,牛偏,うしへん,ushihen
13512,後ろ,うしろ,ushiro
13513,後ろ足,うしろあし,ushiroashi
13514,後ろ髪,うしろがみ,ushirogami
13515,後ろ盾,うしろだて,ushirodate
13516,後ろ手,うしろで,ushirode
13521,臼,うす,usu
13522,雨水,うすい,usui
13523,薄紙,うすがみ,usugami
13524,薄着,うすぎ,usugi
13525,薄切り,うすぎり,usugiri
13526,薄曇り,うすぐもり,usugumori
13531,薄日,うすび,usubi
13532,薄緑,うすみどり,usumidori
13533,羅,うすもの,usumono
13534,右折,うせつ,usetsu
13535,嘘,うそ,uso
13536,嘘吐き,うそつき,usotsuki
13541,歌,うた,uta
13542,歌合,うたあわせ,utaawase
13543,謡,うたい,utai
13544,歌い手,うたいて,utaite
13545,泡沫,うたかた,utakata
13546,歌声,うたごえ,utagoe
13551,転寝,うたたね,utatane
13552,歌姫,うたひめ,utahime
13553,内,うち,uchi
13554,討ち入り,うちいり,uchiiri
13555,内祝い,うちいわい,uchiiwai
13556,内々,うちうち,uchiuchi
13561,内海,うちうみ,uchiumi
13562,打ち掛け,うちかけ,uchikake
13563,内掛け,うちがけ,uchigake
13564,内側,うちがわ,uchigawa
13565,内高,うちだか,uchidaka
13566,打ち止め,うちどめ,uchidome
13611,内法,うちのり,uchinori
13612,内幕,うちまく,uchimaku
13613,内股,うちまた,uchimata
13614,打ち身,うちみ,uchimi
13615,内輪,うちわ,uchiwa
13616,内訳,うちわけ,uchiwake
13621,鬱,うつ,utsu
13622,現,うつつ,utsutsu
13623,打つ手,うつて,utsute
13624,うつ伏せ,うつぶせ,utsubuse
13625,器,うつわ,utsuwa
13626,雨天,うてん,uten
13631,腕,うで,ude
13632,腕利き,うできき,udekiki
13633,腕比べ,うでくらべ,udekurabe
13634,腕組み,うでぐみ,udegumi
13635,腕試し,うでだめし,udedameshi
13636,腕前,うでまえ,udemae
13641,うど,うど,udo
13642,うどん,うどん,udon
13643,鰻,うなぎ,unagi
13644,海原,うなばら,unabara
13645,雲丹,うに,uni
13646,畝,うね,une
13651,鵜呑み,うのみ,unomi
13652,右派,うは,uha
13653,乳母,うば,uba
13654,産着,うぶぎ,ubugi
13655,産毛,うぶげ,ubuge
13656,産声,うぶごえ,ubugoe
13661,産湯,うぶゆ,ubuyu
13662,右辺,うへん,uhen
13663,午,うま,uma
13664,馬乗り,うまのり,umanori
13665,海,うみ,umi
13666,海亀,うみがめ,umigame
14111,海鳥,うみどり,umidori
14112,海鳴り,うみなり,uminari
14113,海猫,うみねこ,umineko
14114,海開き,うみびらき,umibiraki
14115,海蛇,うみへび,umihebi
14116,海辺,うみべ,umibe
14121,有無,うむ,umu
14122,梅,うめ,ume
14123,呻き声,うめきごえ,umekigoe
14124,埋め草,うめくさ,umekusa
14125,梅干し,うめぼし,umeboshi
14126,埋もれ木,うもれぎ,umoregi
14131,紆余,うよ,uyo
14132,右翼,うよく,uyoku
14133,浦,うら,ura
14134,裏打ち,うらうち,urauchi
14135,裏表,うらおもて,uraomote
14136,裏方,うらかた,urakata
14141,裏書き,うらがき,uragaki
14142,裏金,うらがね,uragane
14143,裏口,うらぐち,uraguchi
14144,裏作,うらさく,urasaku
14145,裏手,うらて,urate
14146,占師,うらないし,uranaishi
14151,裏庭,うらにわ,uraniwa
14152,裏話,うらばなし,urabanashi
14153,裏盆,うらぼん,urabon
14154,裏町,うらまち,uramachi
14155,怨み,うらみ,urami
14156,裏道,うらみち,uramichi
14161,裏目,うらめ,urame
14162,裏門,うらもん,uramon
14163,裏山,うらやま,urayama
14164,瓜,うり,uri
14165,売上,うりあげ,uriage
14166,売り買い,うりかい,urikai
14211,売り子,うりこ,uriko
14212,売出,うりだし,uridashi
14213,売り手,うりて,urite
14214,売り値,うりね,urine
14215,売り場,うりば,uriba
14216,売り物,うりもの,urimono
14221,煩型,うるさがた,urusagata
14222,漆,うるし,urushi
14223,粳,うるち,uruchi
14224,売れ行き,うれゆき,ureyuki
14225,鱗,うろこ,uroko
14226,鱗雲,うろこぐも,urokogumo
14231,上顎,うわあご,uwaago
14232,上書き,うわがき,uwagaki
14233,上着,うわぎ,uwagi
14234,上薬,うわぐすり,uwagusuri
14235,囈言,うわごと,uwagoto
14236,噂,うわさ,uwasa
14241,上滑り,うわすべり,uwasuberi
14242,上塗り,うわぬり,uwanuri
14243,上値,うわね,uwane
14244,上乗せ,うわのせ,uwanose
14245,上の空,うわのそら,uwanosora
14246,上履き,うわばき,uwabaki
14251,うわべ,うわべ,uwabe
14252,上役,うわやく,uwayaku
14253,運,うん,un
14254,運営,うんえい,unei
14255,雲海,うんかい,unkai
14256,運河,うんが,unga
14261,うんこ,うんこ,unko
14262,運針,うんしん,unshin
14263,雲水,うんすい,unsui
14264,運勢,うんせい,unsei
14265,うんち,うんち,unchi
14266,運賃,うんちん,unchin
14311,運転,うんてん,unten
14312,雲泥,うんでい,undei
14313,云々,うんぬん,unnun
14314,運輸,うんゆ,unyu
14315,英会話,えいかいわ,eikaiwa
14316,鋭角,えいかく,eikaku
14321,栄冠,えいかん,eikan
14322,映画,えいが,eiga
14323,英気,えいき,eiki
14324,英語,えいご,eigo
14325,英才,えいさい,eisai
14326,栄進,えいしん,eishin
14331,永世,えいせい,eisei
14332,営繕,えいぜん,eizen
14333,永続,えいぞく,eizoku
14334,栄達,えいたつ,eitatsu
14335,詠嘆,えいたん,eitan
14336,英断,えいだん,eidan
14341,英知,えいち,eichi
14342,栄転,えいてん,eiten
14343,英文,えいぶん,eibun
14344,衛兵,えいへい,eihei
14345,永眠,えいみん,eimin
14346,英名,えいめい,eimei
14351,英訳,えいやく,eiyaku
14352,栄誉,えいよ,eiyo
14353,営利,えいり,eiri
14354,営林,えいりん,eirin
14355,英霊,えいれい,eirei
14356,英和,えいわ,eiwa
14361,絵描き,えかき,ekaki
14362,笑顔,えがお,egao
14363,絵柄,えがら,egara
14364,液,えき,eki
14365,駅員,えきいん,ekiin
14366,液化,えきか,ekika
14411,疫学,えきがく,ekigaku
14412,液体,えきたい,ekitai
14413,駅伝,えきでん,ekiden
14414,駅弁,えきべん,ekiben
14415,駅前,えきまえ,ekimae
14416,役務,えきむ,ekimu
14421,駅名,えきめい,ekimei
14422,疫痢,えきり,ekiri
14423,靨,えくぼ,ekubo
14424,餌,えさ,esa
14425,絵師,えし,eshi
14426,絵空事,えそらごと,esoragoto
14431,枝,えだ,eda
14432,枝打ち,えだうち,edauchi
14433,枝葉,えだは,edaha
14434,枝豆,えだまめ,edamame
14435,悦,えつ,etsu
14436,越年,えつねん,etsunen
14441,閲覧,えつらん,etsuran
14442,干支,えと,eto
14443,会得,えとく,etoku
14444,江戸前,えどまえ,edomae
14445,絵の具,えのぐ,enogu
14446,海老,えび,ebi
14451,えびせん,えびせん,ebisen
14452,絵筆,えふで,efude
14453,絵本,えほん,ehon
14454,烏帽子,えぼし,eboshi
14455,絵馬,えま,ema
14456,絵巻,えまき,emaki
14461,絵巻物,えまきもの,emakimono
14462,笑み,えみ,emi
14463,獲物,えもの,emono
14464,衣紋掛,えもんかけ,emonkake
14465,えら,えら,era
14466,襟,えり,eri
14511,襟首,えりくび,erikubi
14512,襟ぐり,えりぐり,eriguri
14513,選り取り,えりどり,eridori
14514,襟巻き,えりまき,erimaki
14515,円,えん,en
14516,遠因,えんいん,enin
14521,円売り,えんうり,enuri
14522,遠泳,えんえい,enei
14523,演繹,えんえき,eneki
14524,塩化,えんか,enka
14525,宴会,えんかい,enkai
14526,沿革,えんかく,enkaku
14531,塩害,えんがい,engai
14532,縁側,えんがわ,engawa
14533,沿岸,えんがん,engan
14534,延期,えんき,enki
14535,遠近,えんきん,enkin
14536,演技,えんぎ,engi
14541,縁起物,えんぎもの,engimono
14542,縁組み,えんぐみ,engumi
14543,援軍,えんぐん,engun
14544,円形,えんけい,enkei
14545,園芸,えんげい,engei
14546,演劇,えんげき,engeki
14551,縁故,えんこ,enko
14552,援護,えんご,engo
14553,縁先,えんさき,ensaki
14554,塩酸,えんさん,ensan
14555,冤罪,えんざい,enzai
14556,演算,えんざん,enzan
14561,遠視,えんし,enshi
